property_id,square_feet,bedrooms,bathrooms,age_years,distance_to_city_center,property_type,location_tier,has_garden,has_pool,has_garage,furnished,floor,crime_rate,school_rating,hospital_distance,shopping_distance,price
57,996,4,3,14,17.811441408114863,House,Tier 3,1,0,1,1,3,22.89247053009448,7.158732351191087,5.127201711544279,0.2,346683.62
58,1314,3,3,2,18.207284065230986,Penthouse,Tier 3,0,0,0,0,1,18.019833594444915,7.561186845418672,9.973123919470478,1.3002931909149784,719879.53
59,1698,6,3,7,17.889594673156637,Villa,Tier 3,1,0,1,0,10,20.44267455780575,7.093977072241673,23.65900379843552,0.2,1000711.01
60,2085,2,2,9,1.655453004983511,Apartment,Tier 3,1,0,1,1,20,32.34539795983727,9.446736298108082,3.187758507629132,6.0027622739743975,655612.5
61,1212,3,3,9,9.953515761695021,House,Tier 2,0,0,0,1,2,82.26143483976458,5.775190837975468,9.89557126984285,3.0714049808827717,477255.4
62,1388,2,3,54,0.5,House,Tier 1,0,0,1,0,10,25.591589407763255,6.792851873352731,11.70106225387083,11.628748708430354,791735.94
63,836,3,2,0,18.836286784764688,Villa,Tier 1,0,0,1,1,2,16.076458949011748,7.281861897701968,1.8536233429206237,0.6060507192525328,840956.16
64,782,4,2,45,12.836482226840257,House,Tier 3,1,0,0,1,0,34.28373698260644,5.506050432640982,2.9233088352432315,3.217309449877619,213960.51
65,1987,3,1,13,7.574803487022919,House,Tier 2,0,1,1,0,4,11.256440910703846,7.189695688684904,4.2627609585464725,0.624482202193594,1061167.86
66,2313,4,2,23,13.115262155731626,House,Tier 1,0,0,1,1,3,41.400935106940516,7.0444674888723755,2.1474287722774084,3.056467658570464,1605510.77
67,1456,2,4,8,0.9907375951084041,House,Tier 3,0,0,0,0,5,13.943765304080213,7.170868236732898,1.9441090684996967,2.0305304866579332,477515.92
68,2102,4,2,9,7.5216673456299326,House,Tier 2,0,0,0,1,5,19.696986477643236,7.177443541218004,2.395957556200397,3.2780186106936693,1078349.72
69,1716,1,3,31,3.442898028630201,House,Tier 3,0,0,0,0,20,17.774434491125085,5.992601350447738,2.757424217380475,3.876448624670888,497120.1
70,1112,4,3,33,35.9792285460155,Studio,Tier 2,1,1,0,1,3,45.093383285668736,4.563139414898213,1.4535650826853084,2.219650338279705,251944.9
71,1716,2,2,4,19.45735818619059,Villa,Tier 1,0,0,0,1,3,21.402707301499717,7.274622466395976,3.205734564276275,2.0421900644797253,1820526.66
72,2422,2,3,3,13.215397227147518,Penthouse,Tier 3,0,1,1,1,3,2.0357762649209765,5.65993295832579,7.542270270229102,0.21676604733529495,1549095.79
73,1478,3,2,10,27.142841204091642,Villa,Tier 3,1,0,0,1,2,18.113780281888772,6.861332541168993,4.897308877552778,1.3564594444371538,535875.76
74,2438,5,2,34,4.259382161114815,Villa,Tier 1,1,1,0,0,4,22.29626066610297,5.87733636261695,2.388274965827964,1.0784225175283455,3632909.73
75,300,1,1,5,23.114230225756238,Villa,Tier 3,0,0,0,1,10,44.541639380546016,4.778863869523585,0.8491750035303347,2.947129521577464,105454.47
76,1993,3,2,15,3.9339558686072165,Apartment,Tier 2,0,0,1,1,1,11.060614531610591,7.540951211134311,8.687573595958627,0.9687671557769764,709741.7
77,1552,4,1,18,13.19745560790037,Duplex,Tier 2,0,0,1,0,25,35.2878156970548,8.050524799182787,3.5803625422865015,0.7933265162018517,824530.31
78,1320,3,1,22,13.333866353787334,Apartment,Tier 2,0,0,0,0,5,26.408545752555746,8.654932647497413,17.743897240168376,5.665097469371442,348920.76
79,1555,2,2,12,0.5,House,Tier 3,0,0,1,0,10,24.23866773465439,6.32942359790141,1.4563976546360144,5.28864182282528,413192.11
80,307,3,2,7,4.479442535044627,Apartment,Tier 2,0,0,1,1,25,26.783050414422572,7.0595350037285245,0.9649695688865925,1.1949273901653592,132090.93
81,1368,3,4,51,0.5,Apartment,Tier 2,0,0,1,1,3,25.142512263655075,7.510937191204809,0.5,0.2688459203586855,522533.32
82,1714,5,2,14,50.0,Studio,Tier 3,1,0,0,1,0,9.527768911726975,8.531833387023395,0.5,2.065009356217429,224519.49
83,2386,4,3,19,1.303328127729006,House,Tier 1,0,0,0,0,10,33.28742496778519,4.3748905230168305,2.433933343622447,1.8003625609451288,1977615.78
84,1189,3,2,6,7.826581785967831,Studio,Tier 1,0,0,1,0,15,15.932785993533871,4.796920458348694,1.1047328731920756,6.116997528115435,418037.27
85,1014,6,3,16,15.633000184382421,Apartment,Tier 1,1,0,0,1,1,44.83063804901494,9.082428777477286,0.5,2.375167801087339,776393.2
86,1198,3,2,4,2.247243028700021,Apartment,Tier 3,1,0,1,1,0,20.905991956256685,4.472403036713178,1.2768343791756578,8.582106452762876,288440.83
87,2049,1,4,4,6.636906516946932,Apartment,Tier 2,0,0,1,0,1,23.892425343941294,8.376053980473904,6.523655534267037,1.9811442335667517,788731.24
88,1697,2,2,18,9.35037257391126,Villa,Tier 3,0,1,1,1,2,24.122108967304083,8.996517044328087,6.653246433874617,3.3014661170532014,942551.69
89,1182,3,3,11,1.7459717209070522,Studio,Tier 2,1,0,0,0,20,26.384271113285973,8.205102447606487,0.8104525838925157,1.960091870597354,291023.95
90,1807,2,2,17,15.075831041958942,House,Tier 2,0,0,1,0,0,6.11478374950275,5.49516446446844,13.782742427297666,1.1619093163973329,675256.3
91,1558,5,1,4,3.557274746286629,House,Tier 3,1,1,1,1,10,54.55558092873923,5.6622872639952915,0.8660327480788764,0.2,692909.14
92,2081,4,3,13,2.3701820614172595,Duplex,Tier 2,1,0,0,1,15,24.56079061524386,6.91362457034405,0.5,4.729894357771444,1121537.18
93,1078,2,1,8,8.170988828627278,Apartment,Tier 3,0,0,0,0,10,12.958476940713698,9.62724882873041,0.889282401082899,7.003415439774697,258287.56
94,1303,3,2,13,5.281644556931688,House,Tier 2,1,0,0,1,0,53.195451840916,9.61507478902228,0.7571430445410046,3.9681714789088067,588718.91
95,1264,4,2,5,25.293093553644802,House,Tier 1,1,0,0,0,5,67.23007078082112,7.448399946614422,4.994374672998721,0.9538462773800519,995928.91
96,621,5,3,18,21.2078615772755,Apartment,Tier 2,1,0,0,1,20,60.879209621850926,4.608418961671887,0.8495397566579976,5.094059885821439,282829.8
97,1677,4,5,24,6.603909003425011,Apartment,Tier 1,0,0,1,0,1,12.487285648575275,7.243464066705892,5.030092537293727,2.846925196694503,943617.68
98,1656,3,2,4,4.4513741178503095,Apartment,Tier 1,1,1,1,1,0,8.768881768524745,6.68837568027349,1.6189530488844626,3.445997615442257,1155746.64
99,1503,4,3,5,3.9381026289097205,Studio,Tier 2,0,0,1,1,15,16.055813815999436,7.034118920751508,1.427787270501535,0.20569765099072945,463275.78
100,1359,3,2,16,3.113787993123982,Villa,Tier 2,1,0,0,0,4,30.417456460055686,4.515354146361714,11.377360117601267,2.6156365719597714,917750.92
101,650,3,2,17,7.864646253476567,Studio,Tier 1,0,0,0,1,4,46.60860218645615,7.365753712067607,1.2061094128739298,2.470773136769908,185527.79
102,1247,2,4,18,16.346460071270805,House,Tier 2,0,0,1,0,20,17.24719929527587,4.745031692907212,9.997039699688903,3.251183577386647,468191.93
103,1294,2,4,17,3.7216081665202294,Villa,Tier 2,0,0,1,0,5,17.88763115246053,3.205028161601007,1.808633357078833,4.430385390728973,813489.79
104,1018,3,3,7,2.108371981715031,Penthouse,Tier 2,0,0,1,1,2,5.691976563100708,7.33660389404738,23.681135943955365,1.5557399280611566,968456.55
105,1403,2,2,7,6.4527897685269044,Duplex,Tier 1,0,0,0,1,3,15.845350079558335,9.87794035383965,19.797937694121657,0.5051642087858101,1050002.74
106,1742,1,2,4,0.7153296994764218,Apartment,Tier 2,0,0,1,0,1,50.79941260637344,5.746547449351005,8.790032967539872,7.725871273652687,445745.27
107,2631,4,2,2,12.0824527209767,House,Tier 3,0,0,0,1,2,28.429534147225976,6.2908267256966095,10.128047899227564,4.495968398450073,724216.76
108,1604,1,2,17,7.3055473239216475,Penthouse,Tier 3,0,0,0,1,3,22.08810925022161,8.343624527791121,8.665402081416456,2.331992613675059,965310.51
109,1654,3,2,1,6.859229541807588,Duplex,Tier 2,1,0,1,0,2,47.20456319204362,8.743952609129064,4.966474241085507,1.313326718609756,829823.91
110,1455,3,3,41,3.5731140293582935,Duplex,Tier 1,1,0,1,1,15,9.271989236733406,7.158283741900829,8.27800606639493,12.400048296096422,1213180.19
111,348,5,4,26,23.50446782412826,Villa,Tier 2,0,0,0,0,0,18.654593449526335,5.937376282161651,4.948085181958858,0.29434968156193037,247515.38
112,1484,3,2,29,0.9484520895453464,Apartment,Tier 3,0,0,1,0,4,10.21228858055264,8.989175623007007,9.231057185852533,8.182383591232428,351737.59
113,1536,1,1,35,20.38867966265453,Apartment,Tier 2,0,0,1,1,10,57.035519901636064,5.154612700189928,13.709592885595255,1.5532820387253068,333656.58
114,2977,3,4,7,4.727356817703065,Duplex,Tier 1,0,0,1,1,5,15.707498732097184,6.218254128504934,6.998332669728052,0.30551166643204675,2688279.18
115,1384,4,2,28,21.25473048635665,House,Tier 1,1,0,0,1,4,15.26138489476411,7.88242023294867,16.71752864458738,1.430110039817873,1017271.11
116,1680,6,3,2,13.047566177197474,Apartment,Tier 3,1,0,0,1,3,26.19305405562782,4.646969957685933,2.973119944154826,4.154738480632902,511104.91
117,1479,3,1,0,1.1000542731245515,Duplex,Tier 3,0,0,1,1,15,3.103673955041899,7.58250474954332,12.977218015305706,1.6589709294565416,557651.63
118,798,2,2,23,17.810349025847845,Apartment,Tier 2,1,1,1,0,2,43.431037829145026,8.70792968831332,1.2824108403890335,2.037942706414091,249449.32
119,2185,5,5,1,11.46260131688293,Penthouse,Tier 2,1,1,0,1,5,29.19530328273358,9.514809011301526,0.5,5.202614162280752,3426679.4
120,1951,2,1,67,0.5,Villa,Tier 3,0,1,0,0,20,60.10481301031169,6.414897518517839,0.6853840144071733,2.8676009019792015,756429.64
121,1974,3,2,16,1.4352710614263018,Apartment,Tier 1,0,0,0,0,1,11.241594305691134,6.339781376405661,0.8732390655670209,3.3085874222157745,960788.49
122,954,3,2,21,10.095801084256042,House,Tier 2,0,0,0,1,20,39.90734942208204,8.07244006942258,8.69849041623566,0.5017698097990482,389582.65
123,2341,1,4,4,10.864875993286558,Apartment,Tier 3,0,1,1,1,10,14.637766121608745,6.07329436707829,2.562545504866018,0.872883110711778,637083.07
124,658,2,4,16,13.729890026420096,Villa,Tier 2,0,0,0,0,4,44.43968058976947,6.536898871335662,1.3275047558314617,1.5892958247118696,396073.99
125,1852,2,2,0,12.738424914426073,House,Tier 1,0,0,1,1,2,22.555922879780972,7.483156202572946,8.363770153501717,0.3490287830893979,1355888.48
126,2814,3,1,27,10.773987591332155,Apartment,Tier 2,0,0,0,0,15,18.859043901683865,7.558450844022895,1.1290110639536568,0.9818027407602335,994877.74
127,905,5,3,2,14.534556327807504,Duplex,Tier 3,0,0,0,0,0,11.634930005936724,4.139326855921382,0.5,5.378099470182783,254670.16
128,1160,2,2,17,8.558677913172485,House,Tier 2,0,0,1,1,3,35.71372414575749,5.250388801352237,3.1385845791875484,0.2,495279.55
129,1559,4,3,3,3.021751049407153,Apartment,Tier 3,0,0,1,1,5,18.209798394033594,4.2504800945405545,0.5,0.2,392249.81
130,1197,1,1,1,24.347073501247056,Apartment,Tier 2,0,1,1,1,10,18.184061276567338,4.4983391858160635,1.6351476296590042,3.4851083465662622,433333.08
131,569,3,1,9,0.5,Apartment,Tier 3,0,0,1,0,1,24.645043482621908,5.321934417132495,6.025464486663472,1.4639691685090694,134154.85
132,1541,1,3,2,4.5659271075728105,Duplex,Tier 3,0,0,0,0,0,4.127122622326422,6.666603973513597,2.3462772242493184,4.448806059288181,383634.85
133,862,5,2,19,13.051579493483132,Apartment,Tier 2,1,0,1,1,10,42.95718693409869,6.811793266629721,0.5,8.057829801653597,393691.76
134,1784,4,4,4,5.571419224774133,House,Tier 2,1,0,0,0,3,8.899508326977616,3.7723618128664436,2.5791324065301735,0.9307149812718383,1038043.52
135,948,3,1,6,0.5,Studio,Tier 3,0,0,1,0,1,25.173924469760912,5.600238239421123,3.5989218359537,0.2,129581.38
136,2429,4,2,12,0.6825839461993387,Villa,Tier 3,0,0,1,1,0,20.536904384127368,4.722694337022617,1.4399299673162074,1.8259977697275513,985515.67
137,1030,3,5,5,10.459364524761911,House,Tier 2,1,0,0,1,4,18.004440356374573,6.699653850744077,0.9370182205615443,9.99124663854645,544836.61
138,1306,5,2,7,33.4854609281765,Studio,Tier 3,1,0,1,1,4,15.295783992490339,6.0156105407441895,7.170589175057161,2.3652009011729147,211574.87
139,1988,4,3,25,8.026577085846608,Penthouse,Tier 1,0,0,1,0,15,31.533177291413168,8.887802339678236,0.5,1.4217713072750882,4438970.94
140,761,5,2,2,7.067549842278718,Apartment,Tier 2,1,0,0,0,0,48.104200023219654,6.79079978738549,15.717332735299294,2.408913438572518,271829.83
141,1636,3,3,1,3.8320258685740254,Villa,Tier 3,0,1,0,0,15,52.94371911563799,6.089506487540511,0.5,0.5422837456400879,701891.52
142,2284,2,3,5,2.9664300039843376,Duplex,Tier 2,0,0,1,1,15,12.652399997135532,6.606565622120366,5.2668862362444635,4.17505274721758,1473961.34
143,535,3,2,8,0.5,House,Tier 2,1,0,1,1,3,31.414315102856122,6.034538877407106,0.7170626877662127,3.422553666657598,261894.63
144,1610,2,3,11,3.1876672310106313,Penthouse,Tier 3,0,0,1,1,0,10.821889018591655,9.012163205981697,3.960392132019364,3.8633959771748723,1142912.05
145,1655,3,3,6,5.9622092706145,Duplex,Tier 3,1,0,0,0,20,10.969438452908662,6.497129502034449,1.037024437624157,1.0798765802474946,615994.07
146,1969,3,2,23,2.205840584236562,Villa,Tier 3,0,0,0,1,0,27.06093207141884,7.684071031113401,0.5,5.038254826528094,913847.24
147,757,3,3,0,0.9140061943416776,Apartment,Tier 3,0,0,0,1,4,13.310712758451876,8.184497996909254,9.822224241774773,6.704511051400342,187173.19
148,707,1,3,8,12.648836636311298,Apartment,Tier 3,0,1,1,1,3,13.01663003595959,6.008536593667321,2.757666666407666,9.338932660456802,151194.58
149,1813,2,2,7,22.50184967516718,Villa,Tier 2,1,0,0,1,10,11.407148631836113,4.294544196949755,1.609441296206116,3.0528726065109586,1309475.01
150,1678,3,2,15,27.61009140123058,Apartment,Tier 1,0,1,1,1,3,28.07853137948329,6.278938035916883,14.712988177393413,1.2839385065734132,1021967.36
151,1650,5,2,50,9.623313418391886,Duplex,Tier 2,1,0,0,0,3,34.148872599236064,7.95594996671932,0.5,1.470640883293341,804155.63
152,1707,3,2,10,0.542181809633588,House,Tier 2,1,0,1,1,15,64.47564771009382,4.456769866494848,2.1424789286218764,2.5015764460567467,861819.6
153,1091,3,3,65,13.503969716396917,House,Tier 3,0,0,0,0,20,8.069223862012738,7.3792117575938,0.9762049142547002,2.5702517719452365,270197.36
154,1639,4,2,5,1.1664090655383006,Penthouse,Tier 2,0,0,0,1,3,23.921883568756904,8.25959848665223,23.66269407325962,4.716512463880312,1524823.4
155,1675,3,4,0,11.078996359375772,House,Tier 2,0,0,1,1,3,15.996593983161913,9.087420368265557,3.9485059385508254,0.26625966374276727,934610.16
156,1071,2,2,2,15.112493144705596,House,Tier 3,1,0,1,1,10,16.203643304280003,8.016731736440331,8.36244957400648,2.5082422658872314,315567.47
157,2619,3,2,7,12.941335383437398,Apartment,Tier 2,1,0,1,0,10,55.570507313098695,7.4390533096070195,0.8928468815614389,1.2857254423560391,922763.32
158,1784,2,3,5,30.34136479971158,Villa,Tier 1,0,0,0,0,2,43.02902190728311,7.279119909428075,1.8151513167331315,5.386363618378386,1280342.0
159,785,5,2,1,13.399692688113484,Studio,Tier 1,0,1,0,0,4,34.44731536995354,5.1881296608859415,4.83272067616041,1.3019104177886303,269963.31
160,1893,2,2,8,11.81591080863313,Villa,Tier 3,0,0,1,1,1,13.333460867491768,5.580173254457172,0.980257259872202,1.8923398744784465,944898.16
161,915,3,1,6,3.034635097494714,House,Tier 2,0,0,1,0,4,73.97610231057288,4.401667757557144,3.4663601861594935,0.7749639260030321,273365.28
162,1972,1,2,1,25.871877309204336,Apartment,Tier 1,0,0,1,0,10,49.839762863723244,7.107916987779039,13.412906286894744,1.0517895348210295,915216.6
163,2195,2,2,5,1.978948382473096,Studio,Tier 2,1,0,0,1,1,5.9774758891132755,7.661081580684716,13.31435915840145,2.4331654553450184,471755.54
164,1007,4,5,32,23.52790678868159,Duplex,Tier 2,1,0,1,0,2,55.040253114532675,7.176562432483746,2.1915975226329203,1.664900975229671,493394.01
165,2078,2,2,5,3.7492990407956595,House,Tier 2,1,0,0,1,3,34.14156720381083,7.425516815632702,3.6298172939214997,0.6750839539241686,1010622.04
166,1747,1,4,18,1.3945012395489482,Penthouse,Tier 3,0,0,0,0,10,46.74222834157244,8.139498982343412,1.105779288570636,1.9266585307426998,953345.42
167,1993,3,3,14,17.52633148632519,House,Tier 2,0,0,0,0,5,60.95470231719226,5.0093282613257175,19.20231593837547,0.5422022102531586,743614.17
168,2638,1,2,8,0.5,House,Tier 1,0,0,0,1,2,34.94996888538677,7.094268137527972,3.6685133523417193,6.404336120065118,1723981.53
169,1352,1,2,4,17.84317138288958,Studio,Tier 3,0,0,0,1,1,46.426543852401785,7.369755846316756,1.1553317906108962,7.738987494069553,121336.86
170,1047,4,3,6,3.042340938789553,Apartment,Tier 3,0,0,0,0,5,23.789689712640243,6.296630890963775,9.313983409083527,0.770215768195418,296485.37
171,966,4,4,13,21.604023679106422,House,Tier 2,0,0,0,0,3,48.94818064444272,3.8113767112605426,2.726861500630428,0.2,364861.82
172,1010,5,2,6,11.759659573350568,Apartment,Tier 2,1,0,1,1,4,37.95086017299696,5.463700386982384,5.0548883840061976,7.853247738251728,338690.05
173,1453,4,2,3,10.971633374568723,House,Tier 3,0,0,1,0,4,35.12281561259083,6.237598928675509,9.275638344709545,1.1217037072891243,454252.41
174,1704,3,2,1,4.546336558402567,Villa,Tier 2,1,0,0,0,4,33.1884032666198,7.224395842344598,1.849546460320807,0.6246106429298368,1193861.88
175,1666,1,1,31,0.6124047117167026,Apartment,Tier 2,0,0,0,1,4,17.452043199809328,7.0501860174371105,4.3126244571572006,7.551675039623781,529684.28
176,1996,4,3,8,17.723869238484177,Villa,Tier 2,0,0,0,1,15,13.924247947154786,9.88497906485997,0.5,6.427232907105186,1853777.33
177,1507,4,4,14,1.8741908133579828,Apartment,Tier 2,0,0,0,1,15,10.513555624490063,8.415507053617961,1.3364134437943571,0.2,719171.43
178,2372,4,2,10,4.6562704749838435,Villa,Tier 3,0,0,0,0,1,53.313719627268476,6.96547030710887,0.7468870385864878,0.6982585612820226,1134285.64
179,1341,3,3,30,9.171778390100677,Apartment,Tier 2,1,0,0,0,4,23.208671686354013,7.181769776687477,5.166801928789855,5.023016586953132,433943.42
180,3132,2,3,11,6.582699995159452,Penthouse,Tier 1,0,0,1,1,3,39.0436405537369,8.906015710919338,1.4695357988781312,0.932635011480551,3982012.0
181,1875,4,2,9,2.214707451989966,Villa,Tier 3,1,0,1,0,2,56.72206581648719,8.963623156509701,7.135288655138627,3.3118462704066345,909684.61
